start,end,labels,filepath
7168,15456,Accelerating_and_revving_and_vroom,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/db7699fa.wav
6144,14432,Accelerating_and_revving_and_vroom,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/81c1bcf3.wav
2048,10336,Accelerating_and_revving_and_vroom,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/4d2a5efe.wav
18432,26720,Accelerating_and_revving_and_vroom,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/11a4677f.wav
7168,15456,Accelerating_and_revving_and_vroom,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/0ba9b46f.wav
1024,9312,Accelerating_and_revving_and_vroom,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/6d42953d.wav
0,8288,Accelerating_and_revving_and_vroom,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/0199c0a0.wav
5120,13408,Accelerating_and_revving_and_vroom,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/0d0c1e12.wav
7168,15456,Accelerating_and_revving_and_vroom,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/30f12863.wav
3072,11360,Accelerating_and_revving_and_vroom,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/77c089d3.wav
5120,13408,Accelerating_and_revving_and_vroom,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/c50d2564.wav
2048,10336,Accelerating_and_revving_and_vroom,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/784ca255.wav
15360,23648,Accelerating_and_revving_and_vroom,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/e50f8906.wav
2048,10336,Accelerating_and_revving_and_vroom,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/544c3561.wav
3072,11360,Accelerating_and_revving_and_vroom,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/6cdeab64.wav
0,8288,Accelerating_and_revving_and_vroom,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/ec61b025.wav
3072,11360,Accelerating_and_revving_and_vroom,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/6c7cd0e0.wav
3072,11360,Accelerating_and_revving_and_vroom,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/bb24039e.wav
0,8288,Accelerating_and_revving_and_vroom,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/9153da1c.wav
1024,9312,Accelerating_and_revving_and_vroom,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/c4c6b588.wav
0,8288,Accelerating_and_revving_and_vroom,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/4032ef77.wav
5120,13408,Accelerating_and_revving_and_vroom,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/63aac61e.wav
0,8288,Accelerating_and_revving_and_vroom,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/b4d917d7.wav
5120,13408,Accelerating_and_revving_and_vroom,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/62562681.wav
2048,10336,Accelerating_and_revving_and_vroom,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/c8958e49.wav
0,8288,Accelerating_and_revving_and_vroom,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/eb66668d.wav
2048,10336,Accelerating_and_revving_and_vroom,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/a9da54f6.wav
10240,18528,Accelerating_and_revving_and_vroom,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/9508e020.wav
12288,20576,Accelerating_and_revving_and_vroom,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/f71a6456.wav
0,8288,Accelerating_and_revving_and_vroom,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/576f3a74.wav
2048,10336,Accelerating_and_revving_and_vroom,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/3344171c.wav
0,8288,Accelerating_and_revving_and_vroom,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/44bf2a5d.wav
0,8288,"Accelerating_and_revving_and_vroom,Motorcycle",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/ebc86a14.wav
1024,9312,"Accelerating_and_revving_and_vroom,Motorcycle",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/16133767.wav
0,8288,"Accelerating_and_revving_and_vroom,Motorcycle",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/584141ac.wav
10240,18528,"Accelerating_and_revving_and_vroom,Motorcycle",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/7c8e816f.wav
0,8288,"Accelerating_and_revving_and_vroom,Motorcycle",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/8c8e70b6.wav
3072,11360,"Accelerating_and_revving_and_vroom,Race_car_and_auto_racing",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/05da599c.wav
1024,9312,"Accelerating_and_revving_and_vroom,Race_car_and_auto_racing",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/9bc99500.wav
0,8288,"Accelerating_and_revving_and_vroom,Race_car_and_auto_racing",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/6ff154d2.wav
0,8288,"Accelerating_and_revving_and_vroom,Race_car_and_auto_racing",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/2fb512a0.wav
5120,13408,"Accelerating_and_revving_and_vroom,Race_car_and_auto_racing",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/3fe00271.wav
2048,10336,"Accelerating_and_revving_and_vroom,Race_car_and_auto_racing",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/bf918397.wav
2048,10336,"Accelerating_and_revving_and_vroom,Race_car_and_auto_racing",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/db9fc1bb.wav
1024,9312,"Accelerating_and_revving_and_vroom,Race_car_and_auto_racing",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/3a52204e.wav
0,8288,"Accelerating_and_revving_and_vroom,Race_car_and_auto_racing",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/44d25172.wav
15360,23648,"Accelerating_and_revving_and_vroom,Race_car_and_auto_racing",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/d4aaa352.wav
8192,16480,"Accelerating_and_revving_and_vroom,Shatter",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/0d0c1e12.wav
0,8288,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/1612366a.wav
0,8288,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/c3aa190a.wav
2048,10336,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/a7fbccb4.wav
0,8288,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/188009d1.wav
3072,11360,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/d64da0e5.wav
0,8288,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/18689b49.wav
1024,9312,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/1d35e64d.wav
0,8288,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/79961896.wav
1024,9312,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/c94d2db6.wav
0,8288,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/cac85f83.wav
0,8288,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/7acf98dc.wav
5120,13408,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/cb68b55f.wav
0,8288,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/4c7e2b12.wav
0,8288,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/ccb93668.wav
0,8288,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/4bf343c2.wav
0,8288,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/45056114.wav
0,8288,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/0fbb5aa0.wav
2048,10336,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/1f87beef.wav
0,8288,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/73f59801.wav
0,8288,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/efa0ab77.wav
4096,12384,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/a1a81c6d.wav
0,8288,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/aa737a06.wav
0,8288,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/47810954.wav
0,8288,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/0c1ed3d9.wav
0,8288,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/f4cd0b7e.wav
0,8288,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/407b5e3e.wav
0,8288,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/87d270c7.wav
0,8288,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/02171503.wav
0,8288,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/fe50ee39.wav
0,8288,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/65ae1d2a.wav
0,8288,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/874adfa0.wav
0,8288,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/e042a81d.wav
0,8288,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/0f1c8f0c.wav
0,8288,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/2a5db8ac.wav
0,8288,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/dddb8a26.wav
0,8288,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/e207f22d.wav
0,8288,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/b7fca926.wav
0,8288,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/8577d34c.wav
0,8288,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/8defac4b.wav
0,8288,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/27dccb98.wav
0,8288,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/98322588.wav
0,8288,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/110235bc.wav
7168,15456,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/68a7c4e2.wav
0,8288,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/68b97991.wav
0,8288,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/2d8b78aa.wav
0,8288,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/6d78a3a0.wav
0,8288,Accordion,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/ad45f734.wav
6144,14432,Acoustic_guitar,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/5fe5138b.wav
4096,12384,Acoustic_guitar,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/7048c84b.wav
0,8288,Acoustic_guitar,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/f7686141.wav
5120,13408,Acoustic_guitar,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/ae7f452a.wav
1024,9312,Acoustic_guitar,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/67ac8636.wav
4096,12384,Acoustic_guitar,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/ec748565.wav
4096,12384,Acoustic_guitar,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/378b39f6.wav
0,8288,Acoustic_guitar,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/29487b65.wav
5120,13408,Acoustic_guitar,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/7af33c46.wav
0,8288,Acoustic_guitar,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/e20242b9.wav
3072,11360,Acoustic_guitar,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/8dd9e0c2.wav
4096,12384,Acoustic_guitar,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/689fe63b.wav
0,8288,Acoustic_guitar,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/c5e0eeff.wav
3072,11360,Acoustic_guitar,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/2883b626.wav
4096,12384,Acoustic_guitar,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/2037232e.wav
0,8288,Acoustic_guitar,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/f0484b8b.wav
0,8288,Acoustic_guitar,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/d58ceeec.wav
5120,13408,Acoustic_guitar,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/db127d78.wav
0,8288,Acoustic_guitar,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/141cdbc8.wav
4096,12384,Acoustic_guitar,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/b9af9256.wav
7168,15456,Acoustic_guitar,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/abbf4f95.wav
5120,13408,Acoustic_guitar,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/442d4560.wav
0,8288,Acoustic_guitar,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/823093b5.wav
1024,9312,Acoustic_guitar,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/64a9f580.wav
0,8288,"Acoustic_guitar,Electric_guitar",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/d8a90a28.wav
0,8288,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/260b9260.wav
0,8288,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/50157b7a.wav
0,8288,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/a1441a71.wav
0,8288,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/ab54775b.wav
0,8288,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/f134afbb.wav
5120,13408,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/ca74df21.wav
0,8288,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/bc11462e.wav
0,8288,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/35f6177e.wav
0,8288,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/bf30ec1d.wav
0,8288,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/f16f35a2.wav
0,8288,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/c5f737a6.wav
0,8288,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/35f9b702.wav
0,8288,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/2c13c394.wav
3072,11360,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/3f53058e.wav
0,8288,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/a7b1bef5.wav
0,8288,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/0041de6b.wav
0,8288,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/eba3a451.wav
0,8288,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/54940c5c.wav
0,8288,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/6cdc799f.wav
3072,11360,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/1028e1e3.wav
0,8288,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/b9b06530.wav
0,8288,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/f8be0981.wav
0,8288,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/a61153d2.wav
0,8288,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/d368834c.wav
0,8288,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/98da591a.wav
5120,13408,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/3b1d5779.wav
0,8288,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/2070d79e.wav
0,8288,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/a20bca79.wav
0,8288,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/20a262ac.wav
0,8288,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/e970c0de.wav
0,8288,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/4960a784.wav
2048,10336,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/99419949.wav
0,8288,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/4738a197.wav
0,8288,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/d2e8b71a.wav
0,8288,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/bbfaba97.wav
0,8288,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/aa1ec70b.wav
0,8288,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/8bb79a25.wav
0,8288,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/9e746eaf.wav
0,8288,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/95b1fcd5.wav
0,8288,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/1f0c13d1.wav
0,8288,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/2220b3e8.wav
5120,13408,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/67470583.wav
0,8288,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/813f9535.wav
0,8288,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/ee8f66b2.wav
0,8288,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/a43de3f3.wav
0,8288,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/37bb17f8.wav
0,8288,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/6e8de1b8.wav
0,8288,"Acoustic_guitar,Strum",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/4c496dff.wav
0,8288,"Acoustic_guitar,Whispering",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/7589c133.wav
7168,15456,Applause,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/1a081dec.wav
0,8288,Applause,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/132cec85.wav
4096,12384,Applause,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/c21c051b.wav
0,8288,Applause,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/ba9be42f.wav
3072,11360,Applause,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/f6282063.wav
4096,12384,Applause,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/586ab251.wav
3072,11360,Applause,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/ff2cb6d4.wav
8192,16480,Applause,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/130aa63f.wav
4096,12384,Applause,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/a8eb164b.wav
6144,14432,Applause,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/b6e7a858.wav
2048,10336,Applause,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/bf4f4626.wav
1024,9312,Applause,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/72442560.wav
7168,15456,Applause,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/b508ed71.wav
2048,10336,Applause,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/5c35f4ad.wav
17408,25696,Applause,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/0fad34a4.wav
2048,10336,Applause,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/1d51b418.wav
4096,12384,Applause,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/e96e4dc9.wav
1024,9312,Applause,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/ef71ba8c.wav
3072,11360,Applause,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/07b01fb0.wav
5120,13408,Applause,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/7d951895.wav
11264,19552,Applause,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/d25787d3.wav
38912,47200,Applause,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/eac33596.wav
7168,15456,Applause,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/99580c64.wav
11264,19552,Applause,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/99580c64.wav
7168,15456,Applause,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/7a06e703.wav
2048,10336,Applause,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/df902998.wav
2048,10336,Applause,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/e08a6902.wav
3072,11360,Applause,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/1df96ed1.wav
17408,25696,Applause,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/a6999ac9.wav
6144,14432,Applause,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/492c192f.wav
8192,16480,Applause,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/8e1700ba.wav
3072,11360,Applause,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/e98c835f.wav
3072,11360,Applause,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/2fad35e9.wav
6144,14432,Applause,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/d5bf141f.wav
4096,12384,Applause,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/269bdf11.wav
2048,10336,Applause,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/e530f65d.wav
